,word,count_n,corpos_N
38421,kiddin,5,10601584
38422,possessive,10,10601584
38423,slasher,1,10601584
38424,penultimate,2,10601584
38425,squaws,13,10601584
38426,platte,2,10601584
38427,mush,9,10601584
38428,girded,14,10601584
38429,dasted,1,10601584
38430,braggin,1,10601584
38431,chide,10,10601584
38432,squeals,6,10601584
38433,mufflement,1,10601584
38434,knowed,57,10601584
38435,yerself,26,10601584
38436,repudiation,18,10601584
38437,wildcats,1,10601584
38438,aise,2,10601584
38439,impacted,1,10601584
38440,melee,7,10601584
38441,contestants,2,10601584
38442,spiked,10,10601584
38443,outdistanced,1,10601584
38444,redhead,1,10601584
38445,bustin,3,10601584
38446,challengin,1,10601584
38447,racer,1,10601584
38448,reachin,4,10601584
38449,unprintable,2,10601584
38450,homestretch,1,10601584
38451,jobbed,3,10601584
38452,rallies,2,10601584
38453,guerrilla,1,10601584
38454,hurray,6,10601584
38455,tearin,2,10601584
38456,appeasingly,2,10601584
38457,appraisingly,1,10601584
38458,battleax,1,10601584
38459,groggily,2,10601584
38460,downslope,3,10601584
38461,fracas,6,10601584
38462,passionlessly,2,10601584
38463,impotently,3,10601584
38464,undeterred,1,10601584
38465,tonedeaf,1,10601584
38466,warmingly,1,10601584
38467,irrepressibly,12,10601584
38468,compellingly,1,10601584
38469,laundrymen,1,10601584
38470,spectacularly,1,10601584
38471,trainers,1,10601584
38472,pleasured,1,10601584
38473,unvoiced,1,10601584
38474,moue,1,10601584
38475,windlute,1,10601584
38476,beyondness,1,10601584
38477,talismans,4,10601584
38478,justness,9,10601584
38479,naiad,2,10601584
38480,whaleships,1,10601584
38481,vila,1,10601584
38482,humanness,3,10601584
38483,hegira,1,10601584
38484,necromancer,4,10601584
38485,scruff,5,10601584
38486,alkali,1,10601584
38487,waterhole,1,10601584
38488,godhead,10,10601584
38489,limned,3,10601584
38490,shellmound,1,10601584
38491,wades,1,10601584
38492,showdown,3,10601584
38493,rep,1,10601584
38494,overrode,1,10601584
38495,monopolizin,1,10601584
38496,rememberin,2,10601584
38497,prideful,1,10601584
38498,advertise,18,10601584
38499,idora,1,10601584
38500,vindictively,18,10601584
38501,buttinsky,1,10601584
38502,unstartled,1,10601584
38503,bloat,2,10601584
38504,buckin,7,10601584
38505,shiloh,4,10601584
38506,cuddling,5,10601584
38507,tantrum,4,10601584
38508,guzzling,4,10601584
38509,straitjacket,1,10601584
38510,screechin,2,10601584
38511,screamin,2,10601584
38512,wardens,3,10601584
38513,tirelessly,3,10601584
38514,conjurations,2,10601584
38515,fingernails,2,10601584
38516,ailin,1,10601584
38517,untended,1,10601584
38518,tidying,7,10601584
38519,opener,2,10601584
38520,moanings,3,10601584
38521,slubberings,1,10601584
38522,unbreakableness,1,10601584
38523,harnesses,6,10601584
38524,prancin,2,10601584
38525,trembly,3,10601584
38526,screechy,1,10601584
38527,wabbly,2,10601584
38528,apportioned,5,10601584
38529,frazzlin,1,10601584
38530,smokin,2,10601584
38531,shrimp,3,10601584
38532,cheerin,2,10601584
38533,glimpsing,2,10601584
38534,intensities,4,10601584
38535,bleaknesses,1,10601584
38536,heavyweights,1,10601584
38537,timin,1,10601584
38538,walloped,1,10601584
38539,sandlot,1,10601584
38540,knockouts,1,10601584
38541,disqualify,2,10601584
38542,mistakin,1,10601584
38543,ragin,2,10601584
38544,snarlin,1,10601584
38545,untangles,1,10601584
38546,blim,1,10601584
38547,paintin,2,10601584
38548,skyscrapers,8,10601584
38549,blair,4,10601584
38550,hayes,31,10601584
38551,scrubbiest,1,10601584
38552,beautifullest,4,10601584
38553,ironin,1,10601584
38554,assertively,2,10601584
38555,lousy,11,10601584
38556,squareness,4,10601584
38557,kiddo,3,10601584
38558,chirrup,6,10601584
38559,twistin,1,10601584
38560,resurgent,2,10601584
38561,understandin,1,10601584
38562,cottontail,1,10601584
38563,bakery,4,10601584
38564,hickmeyer,1,10601584
38565,kahn,1,10601584
38566,bandbox,9,10601584
38567,sidestep,2,10601584
38568,muh,1,10601584
38569,olives,51,10601584
38570,almonds,10,10601584
38571,delicatessen,7,10601584
38572,amputating,5,10601584
38573,cattlemen,1,10601584
38574,gyms,1,10601584
38575,unclasp,2,10601584
38576,explorative,1,10601584
38577,sensuousness,4,10601584
38578,caballeros,1,10601584
38579,checkerboarded,1,10601584
38580,elmhurst,6,10601584
38581,woo,10,10601584
38582,desirably,1,10601584
38583,forthright,2,10601584
38584,corberly,1,10601584
38585,multiplyin,1,10601584
38586,contention,42,10601584
38587,gouged,6,10601584
38588,subtract,1,10601584
38589,scrimpin,1,10601584
38590,contesting,2,10601584
38591,homespun,10,10601584
38592,tamales,2,10601584
38593,trappers,6,10601584
38594,custer,4,10601584
38595,softens,12,10601584
38596,gibed,2,10601584
38597,plagued,15,10601584
38598,sloppin,1,10601584
38599,discordance,1,10601584
38600,looseness,13,10601584
38601,leanin,2,10601584
38602,warpath,13,10601584
38603,saber,1,10601584
38604,honeymoons,3,10601584
38605,debouched,3,10601584
38606,stampede,34,10601584
38607,grenades,2,10601584
38608,visitant,11,10601584
38609,tintype,1,10601584
38610,bergstrom,1,10601584
38611,arisin,1,10601584
38612,castin,3,10601584
38613,spiel,2,10601584
38614,pleasin,2,10601584
38615,challengingly,1,10601584
38616,hammerlock,1,10601584
38617,papooses,4,10601584
38618,cryin,5,10601584
38619,jags,1,10601584
38620,hotair,1,10601584
38621,tat,5,10601584
38622,inhalation,1,10601584
38623,lapels,8,10601584
38624,ouched,1,10601584
38625,grander,22,10601584
38626,scorchin,1,10601584
38627,scratchy,1,10601584
38628,shinin,3,10601584
38629,beautifuler,1,10601584
38630,gentled,1,10601584
38631,frenchy,5,10601584
38632,birthtown,1,10601584
38633,foraying,1,10601584
38634,taggin,1,10601584
38635,sewings,1,10601584
38636,recreated,1,10601584
38637,orpheum,1,10601584
38638,backyard,3,10601584
38639,cleansing,4,10601584
38640,undergarments,2,10601584
38641,louisiana,19,10601584
38642,frenchiness,1,10601584
38643,unquenched,4,10601584
38644,foreignness,11,10601584
38645,croak,9,10601584
38646,homemade,3,10601584
38647,holily,2,10601584
38648,maltese,9,10601584
38649,mechlin,3,10601584
38650,celt,8,10601584
38651,jiggly,1,10601584
38652,sahibs,1,10601584
38653,memsahibs,1,10601584
38654,memsahib,1,10601584
38655,cocoanut,5,10601584
38656,rhinoceros,8,10601584
38657,marster,1,10601584
38658,bushmen,1,10601584
38659,gilbraith,1,10601584
38660,rapacities,2,10601584
38661,peruvian,10,10601584
38662,barroom,2,10601584
38663,staling,1,10601584
38664,dolts,2,10601584
38665,posies,5,10601584
38666,slug,3,10601584
38667,beslimes,1,10601584
38668,morrows,1,10601584
38669,unbroached,2,10601584
38670,finis,1,10601584
38671,barbarically,1,10601584
38672,madnesses,4,10601584
38673,koa,1,10601584
38674,enticement,3,10601584
38675,daintier,1,10601584
38676,astarte,4,10601584
38677,farrago,2,10601584
38678,glimmerings,4,10601584
38679,searing,4,10601584
38680,endeth,3,10601584
38681,comprehendingly,3,10601584
38682,cheapen,5,10601584
38683,equableness,1,10601584
38684,preachment,1,10601584
38685,marketed,1,10601584
38686,carnegie,3,10601584
38687,hygiene,4,10601584
38688,expensiveness,2,10601584
38689,tucks,6,10601584
38690,drawnwork,1,10601584
38691,laundering,1,10601584
38692,beruffled,2,10601584
38693,collars,42,10601584
38694,battenberg,2,10601584
38695,afghan,1,10601584
38696,wristlets,1,10601584
38697,sweaters,3,10601584
38698,grippe,1,10601584
38699,squandering,6,10601584
38700,muttonchop,2,10601584
38701,belleek,1,10601584
38702,traffickings,1,10601584
38703,graying,1,10601584
38704,proven,13,10601584
38705,unexperienced,2,10601584
38706,pronouns,4,10601584
38707,undivulged,2,10601584
38708,clashes,2,10601584
38709,hardware,4,10601584
38710,handsomeness,10,10601584
38711,injun,38,10601584
38712,abjectness,3,10601584
38713,talcum,2,10601584
38714,proselyting,1,10601584
38715,trafficking,1,10601584
38716,assaying,1,10601584
38717,bettered,16,10601584
38718,undersuits,1,10601584
38719,cobwebby,2,10601584
38720,deducting,4,10601584
38721,featherstitched,1,10601584
38722,underskirts,2,10601584
38723,burgeon,1,10601584
38724,wriggly,1,10601584
38725,ungraspable,1,10601584
38726,punctures,3,10601584
38727,undersuit,1,10601584
38728,unblushingly,6,10601584
38729,middlemen,3,10601584
38730,airiest,1,10601584
38731,outfits,12,10601584
38732,pork,13,10601584
38733,brine,11,10601584
38734,bedeviled,4,10601584
38735,pennies,27,10601584
38736,frilly,3,10601584
38737,thereat,7,10601584
38738,whistlin,1,10601584
38739,tasty,5,10601584
38740,hansen,19,10601584
38741,sharkey,1,10601584
38742,monotonousness,2,10601584
38743,joshed,1,10601584
38744,crooks,11,10601584
38745,thriftiness,1,10601584
38746,unorganized,1,10601584
38747,whipsawed,1,10601584
38748,pawin,4,10601584
38749,squabblin,1,10601584
38750,rebate,2,10601584
38751,ruefs,1,10601584
38752,schmidts,1,10601584
38753,bepuzzled,1,10601584
38754,merriness,2,10601584
38755,mckinley,3,10601584
38756,garfield,24,10601584
38757,grits,2,10601584
38758,washin,8,10601584
38759,flimflam,1,10601584
38760,fresno,1,10601584
38761,hornswoggled,1,10601584
38762,undergarmenting,1,10601584
38763,grouch,5,10601584
38764,prizefightin,1,10601584
38765,squirt,5,10601584
38766,carman,1,10601584
38767,donovan,2,10601584
38768,lackluster,1,10601584
38769,guaranty,6,10601584
38770,storekeepers,1,10601584
38771,pints,13,10601584
38772,delaney,2,10601584
38773,tightning,1,10601584
38774,leaner,5,10601584
38775,neighhorhood,1,10601584
38776,unalarmed,2,10601584
38777,philosophies,8,10601584
38778,famously,6,10601584
38779,dickie,2,10601584
38780,splittin,3,10601584
38781,firin,2,10601584
38782,transfused,4,10601584
38783,fatherhood,7,10601584
38784,teeniest,1,10601584
38785,happenin,3,10601584
38786,dotty,5,10601584
38787,tang,12,10601584
38788,tots,1,10601584
38789,manroar,1,10601584
38790,pinkerton,1,10601584
38791,rotund,9,10601584
38792,dandruff,2,10601584
38793,toddling,10,10601584
38794,toddled,7,10601584
38795,sagging,15,10601584
38796,snarls,3,10601584
38797,pulped,1,10601584
38798,tamale,2,10601584
38799,leered,8,10601584
38800,foreboded,6,10601584
38801,ecuador,1,10601584
38802,quito,1,10601584
38803,boxer,1,10601584
38804,cole,1,10601584
38805,gunfighter,1,10601584
38806,crawlin,2,10601584
38807,gunning,1,10601584
38808,enquirer,3,10601584
38809,intelligencer,2,10601584
38810,backin,6,10601584
38811,collectin,2,10601584
38812,mote,20,10601584
38813,nonunderstandable,1,10601584
38814,levied,13,10601584
38815,assessment,1,10601584
38816,dan,131,10601584
38817,fallon,1,10601584
38818,monitors,2,10601584
38819,pinole,1,10601584
38820,lena,7,10601584
38821,plannin,2,10601584
38822,domineering,25,10601584
38823,bravado,31,10601584
38824,slut,10,10601584
38825,varicose,2,10601584
38826,innocentest,1,10601584
38827,ads,3,10601584
38828,scanlon,1,10601584
38829,pipin,2,10601584
38830,recognizin,1,10601584
38831,leadin,7,10601584
38832,boob,1,10601584
38833,campwell,1,10601584
38834,betcher,4,10601584
38835,biff,2,10601584
38836,zooie,1,10601584
38837,tandem,2,10601584
38838,lightnin,4,10601584
38839,snivels,1,10601584
38840,milpitas,1,10601584
38841,doughnuts,4,10601584
38842,hostyle,1,10601584
38843,hammerin,1,10601584
38844,nonunion,1,10601584
38845,ironworkers,1,10601584
38846,exercisin,1,10601584
38847,macklin,1,10601584
38848,truckee,1,10601584
38849,foremanship,2,10601584
38850,cloudiness,3,10601584
38851,incubation,1,10601584
38852,tensions,3,10601584
38853,guttering,3,10601584
38854,maleficent,2,10601584
38855,wrathfuly,1,10601584
38856,middleweight,1,10601584
38857,supportin,2,10601584
38858,coatsleeves,2,10601584
38859,grandstand,1,10601584
38860,gazabo,1,10601584
38861,itched,8,10601584
38862,galindo,1,10601584
38863,lams,1,10601584
38864,passin,5,10601584
38865,auto,2,10601584
38866,lammed,1,10601584
38867,cops,6,10601584
38868,fabiola,236,10601584
38869,buttin,2,10601584
38870,curley,2,10601584
38871,nourishin,2,10601584
38872,brigadier,9,10601584
38873,bloodletting,1,10601584
38874,anythin,42,10601584
38875,sabotage,1,10601584
38876,minstrels,6,10601584
38877,quarts,4,10601584
38878,hypersensitiveness,2,10601584
38879,stired,1,10601584
38880,acme,7,10601584
38881,muscled,1,10601584
38882,wincin,1,10601584
38883,rosin,2,10601584
38884,manhandled,1,10601584
38885,shakin,5,10601584
38886,clenches,4,10601584
38887,warnin,9,10601584
38888,whanged,1,10601584
38889,catchin,2,10601584
38890,wallopin,1,10601584
38891,rushin,1,10601584
38892,fetchin,3,10601584
38893,wallops,2,10601584
38894,refrigerator,3,10601584
38895,swellings,2,10601584
38896,discoloration,1,10601584
38897,expeditious,3,10601584
38898,sentencin,1,10601584
38899,kirkham,1,10601584
38900,hookey,1,10601584
38901,peddle,3,10601584
38902,pogies,1,10601584
38903,cod,14,10601584
38904,beltin,1,10601584
38905,photographers,5,10601584
38906,alviso,1,10601584
38907,bumps,11,10601584
38908,nicenesses,1,10601584
38909,looney,1,10601584
38910,tankin,2,10601584
38911,unexpired,3,10601584
38912,arizona,29,10601584
38913,blacked,10,10601584
38914,highfalutin,1,10601584
38915,witheringly,1,10601584
38916,tactic,1,10601584
38917,inhospitality,2,10601584
38918,pasting,4,10601584
38919,schoolmate,4,10601584
38920,bleakness,1,10601584
38921,revisioned,1,10601584
38922,parch,1,10601584
38923,unplanned,2,10601584
38924,woolens,1,10601584
38925,agone,10,10601584
38926,leavenworth,1,10601584
38927,imperiling,1,10601584
38928,freedoms,4,10601584
38929,tangles,8,10601584
38930,cresting,1,10601584
38931,sailboats,2,10601584
38932,frictionless,1,10601584
38933,emulated,5,10601584
38934,muskmelons,1,10601584
38935,boatloads,2,10601584
38936,shacks,10,10601584
38937,heartbreak,1,10601584
38938,botch,6,10601584
38939,superrational,1,10601584
38940,presidents,13,10601584
38941,stupors,1,10601584
38942,billys,1,10601584
38943,berts,1,10601584
38944,marys,1,10601584
38945,toms,1,10601584
38946,sarahs,1,10601584
38947,brazier,12,10601584
38948,sackful,1,10601584
38949,mistier,2,10601584
38950,alameda,1,10601584
38951,ferryboats,4,10601584
38952,outbound,1,10601584
38953,parleyed,3,10601584
38954,sailin,2,10601584
38955,alcatraz,1,10601584
38956,squareheads,2,10601584
38957,crockett,3,10601584
38958,kitchener,4,10601584
38959,manmade,1,10601584
38960,raftsmen,1,10601584
38961,susquehanna,6,10601584
38962,standup,3,10601584
38963,unyoked,1,10601584
38964,swen,1,10601584
38965,jarl,2,10601584
38966,scrapped,4,10601584
38967,whitecapping,1,10601584
38968,ferryboat,6,10601584
38969,fishline,1,10601584
38970,headwaters,3,10601584
38971,sinker,2,10601584
38972,mayne,2,10601584
38973,reid,5,10601584
38974,marryatt,1,10601584
38975,ballantyne,1,10601584
38976,lickin,3,10601584
38977,molders,1,10601584
38978,shipyards,1,10601584
38979,castro,2,10601584
38980,chowder,2,10601584
38981,dirtiness,3,10601584
38982,puffin,3,10601584
38983,unscrew,6,10601584
38984,catchtrap,1,10601584
38985,beholden,17,10601584
38986,pawnshop,2,10601584
38987,durham,20,10601584
38988,imperials,1,10601584
38989,bordelay,1,10601584
38990,blowin,4,10601584
38991,rooting,6,10601584
38992,porkers,1,10601584
38993,mathematically,6,10601584
38994,clampin,1,10601584
38995,sunbonnet,2,10601584
38996,forcefulness,4,10601584
38997,cogitated,3,10601584
38998,largess,5,10601584
38999,hankerin,2,10601584
39000,sheepish,13,10601584
39001,burleys,1,10601584
39002,nosin,4,10601584
39003,moseyin,1,10601584
39004,shortcut,2,10601584
39005,murray,96,10601584
39006,dousin,1,10601584
39007,abraded,3,10601584
39008,samplin,1,10601584
39009,becomin,6,10601584
39010,acrobatics,2,10601584
39011,hobo,1,10601584
39012,sobby,1,10601584
39013,vivacities,2,10601584
39014,rosebud,12,10601584
39015,provocative,6,10601584
39016,valuing,4,10601584
39017,trampin,2,10601584
39018,salinas,1,10601584
39019,rancheros,1,10601584
39020,prospectin,1,10601584
39021,lux,2,10601584
39022,luckier,5,10601584
39023,scramblin,1,10601584
39024,gallivantin,1,10601584
39025,explorin,1,10601584
39026,gamblin,4,10601584
39027,gallopin,1,10601584
39028,clatterin,1,10601584
39029,jinglin,1,10601584
39030,flyin,6,10601584
39031,rebs,1,10601584
39032,nob,2,10601584
39033,fairmount,1,10601584
39034,spillin,2,10601584
39035,crocker,391,10601584
39036,owin,3,10601584
39037,warhorse,2,10601584
39038,meself,10,10601584
39039,underclothing,4,10601584
39040,campfires,1,10601584
39041,hayward,8,10601584
39042,crowdin,6,10601584
39043,controverted,7,10601584
39044,dinkier,1,10601584
39045,naturedly,3,10601584
39046,adrivin,1,10601584
39047,folkses,1,10601584
39048,honeymoonin,1,10601584
39049,judgmen,1,10601584
39050,roun,2,10601584
39051,footloose,1,10601584
39052,chillun,4,10601584
39053,runabouts,1,10601584
39054,grants,14,10601584
39055,teamed,2,10601584
39056,shaver,5,10601584
39057,growed,8,10601584
39058,picayune,2,10601584
39059,batted,1,10601584
39060,steppers,1,10601584
39061,silvas,1,10601584
39062,cucumbers,11,10601584
39063,emigrants,9,10601584
39064,dago,5,10601584
39065,perishin,3,10601584
39066,hogs,3,10601584
39067,wrappin,1,10601584
39068,snortin,1,10601584
39069,dampen,2,10601584
39070,uncheerful,3,10601584
39071,scrumptious,1,10601584
39072,somberly,4,10601584
39073,rottenest,3,10601584
39074,reminisced,1,10601584
39075,diverge,1,10601584
39076,chestiness,1,10601584
39077,sideward,2,10601584
39078,farmlets,1,10601584
39079,grazin,1,10601584
39080,geldings,2,10601584
39081,lariats,4,10601584
39082,catamounts,1,10601584
39083,braiding,5,10601584
39084,ember,5,10601584
39085,rattlesnake,32,10601584
39086,mimicking,7,10601584
39087,rattlers,1,10601584
39088,snuggling,3,10601584
39089,kleghorn,1,10601584
39090,torturin,1,10601584
39091,bodega,1,10601584
39092,barnyard,1,10601584
39093,smithereens,1,10601584
39094,flouted,3,10601584
39095,tokened,1,10601584
39096,uncheering,1,10601584
39097,reconnoiter,3,10601584
39098,dangdest,1,10601584
39099,trashings,1,10601584
39100,deliberated,14,10601584
39101,noncommittally,1,10601584
39102,stuffin,1,10601584
39103,shiveringly,2,10601584
39104,linemen,1,10601584
39105,unplowed,1,10601584
39106,outbuilding,2,10601584
39107,slipshod,5,10601584
39108,spindling,2,10601584
39109,grover,2,10601584
