,id,found,title,author_x,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,bookLabel,authorLast,book,author_y,birthYear,authorLabel,book_QN,author_QN,F_name,M_name,name_match
821,PG54186,,Squire Arden; volume 3 of 3,"Oliphant, Mrs. (Margaret)",1828.0,1897.0,['en'],25,"{'England -- Fiction', 'Families -- Fiction', 'Inheritance and succession -- Fiction', 'Landowners -- Fiction'}",,Squire Arden,Oliphant,http://www.wikidata.org/entity/Q16948396,http://www.wikidata.org/entity/Q2415217,1828.0,Margaret Oliphant,Q16948396,Q2415217,Mrs. Oliphant,Margaret Oliphant,100
824,PG54111,,On the Iron at Big Cloud,"Packard, Frank L. (Frank Lucius)",1877.0,1942.0,['en'],35,"{'Short stories, Canadian', 'Canadian fiction -- 20th century', 'Railroad stories'}",,On the Iron at Big Cloud,Packard,http://www.wikidata.org/entity/Q27539516,http://www.wikidata.org/entity/Q5487805,1877.0,Frank L. Packard,Q27539516,Q5487805,Frank L. Packard,Frank Lucius Packard,100
825,PG54180,,"Travels to Discover the Source of the Nile, Volume 1 (of 5): In the years 1768, 1769, 1770, 1771, 1772 and 1773","Bruce, James",1730.0,1794.0,['en'],80,"{'Ethiopia -- Description and travel', 'Nile River', 'Natural history -- Ethiopia', 'Ethiopia -- History', 'Egypt -- Description and travel'}",,Travels to Discover the Source of the Nile,Bruce,http://www.wikidata.org/entity/Q12071418,http://www.wikidata.org/entity/Q348489,1730.0,James Bruce,Q12071418,Q348489,James Bruce,empty,100
828,PG54181,,"Travels to Discover the Source of the Nile, Volume 2 (of 5): In the years 1768, 1769, 1770, 1771, 1772 and 1773","Bruce, James",1730.0,1794.0,['en'],39,"{'Ethiopia -- Description and travel', 'Nile River', 'Natural history -- Ethiopia', 'Ethiopia -- History', 'Egypt -- Description and travel'}",,Travels to Discover the Source of the Nile,Bruce,http://www.wikidata.org/entity/Q12071418,http://www.wikidata.org/entity/Q348489,1730.0,James Bruce,Q12071418,Q348489,James Bruce,empty,100
831,PG54531,,"Travels to Discover the Source of the Nile, Volume 3 (of 5): In the years 1768, 1769, 1770, 1771, 1772 and 1773","Bruce, James",1730.0,1794.0,['en'],43,"{'Ethiopia -- Description and travel', 'Nile River', 'Natural history -- Ethiopia', 'Ethiopia -- History', 'Egypt -- Description and travel'}",,Travels to Discover the Source of the Nile,Bruce,http://www.wikidata.org/entity/Q12071418,http://www.wikidata.org/entity/Q348489,1730.0,James Bruce,Q12071418,Q348489,James Bruce,empty,100
834,PG541,,The Age of Innocence,"Wharton, Edith",1862.0,1937.0,['en'],2531,"{'Domestic fiction', 'Love stories', 'New York (N.Y.) -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Married people -- Fiction', 'Separated people -- Fiction', 'Upper class -- Fiction'}",,The Age of Innocence,Wharton,http://www.wikidata.org/entity/Q1045464,http://www.wikidata.org/entity/Q276032,1862.0,Edith Wharton,Q1045464,Q276032,Edith Wharton,empty,100
835,PG54212,,"A Modern Mephistopheles, and A Whisper in the Dark","Alcott, Louisa May",1832.0,1888.0,['en'],96,"{'American fiction -- 19th century', 'Psychological fiction', 'Man-woman relationships -- Fiction', 'Control (Psychology) -- Fiction', 'Manipulative behavior -- Fiction'}",,A Modern Mephistopheles,Alcott,http://www.wikidata.org/entity/Q42185984,http://www.wikidata.org/entity/Q185696,1832.0,Louisa May Alcott,Q42185984,Q185696,Louisa May Alcott,empty,100
836,PG5422,,The Masquerader,"Thurston, Katherine Cecil",1875.0,1911.0,['en'],40,"{'Husband and wife -- Fiction', 'Cousins -- Fiction', 'Legislators -- Fiction', 'Success -- Fiction', 'Impersonation -- Fiction'}",,The Masquerader,Thurston,http://www.wikidata.org/entity/Q7750551,http://www.wikidata.org/entity/Q6376559,1875.0,Katherine Thurston,Q7750551,Q6376559,Katherine Cecil Thurston,empty,86
837,PG54236,,The Intruder,"D'Annunzio, Gabriele",1863.0,1938.0,['en'],33,{'Italian fiction -- Translations into English'},,The Intruder,D'Annunzio,http://www.wikidata.org/entity/Q3819366,http://www.wikidata.org/entity/Q193236,1863.0,Gabriele D'Annunzio,Q3819366,Q193236,Gabriele D'Annunzio,empty,100
838,PG54264,,Ange Pitou,"Dumas, Alexandre",1802.0,1870.0,['fi'],43,"{'Bastille -- Fiction', 'France -- History -- Revolution, 1789-1799 -- Fiction'}",,Ange Pitou,Dumas,http://www.wikidata.org/entity/Q530910,http://www.wikidata.org/entity/Q38337,1802.0,Alexandre Dumas,Q530910,Q38337,Alexandre Dumas,empty,100
839,PG54268,,The Ocean of Theosophy,"Judge, William Quan",1851.0,1896.0,['en'],66,{'Theosophy'},,The Ocean of Theosophy,Judge,http://www.wikidata.org/entity/Q24291897,http://www.wikidata.org/entity/Q548776,1851.0,William Quan Judge,Q24291897,Q548776,William Quan Judge,empty,100
840,PG5436,,Hyperion,"Longfellow, Henry Wadsworth",1807.0,1882.0,['en'],161,{'Europe -- Fiction'},,Hyperion,Longfellow,http://www.wikidata.org/entity/Q16386175,http://www.wikidata.org/entity/Q152513,1807.0,Henry Wadsworth Longfellow,Q16386175,Q152513,Henry Wadsworth Longfellow,empty,100
841,PG543,,Main Street,"Lewis, Sinclair",1885.0,1951.0,['en'],593,"{""Physicians' spouses -- Fiction"", 'Domestic fiction', 'Married women -- Fiction', 'Satire', 'Minnesota -- Fiction', 'City and town life -- Fiction', 'Women college graduates -- Fiction'}",,Main Street,Lewis,http://www.wikidata.org/entity/Q6736091,http://www.wikidata.org/entity/Q123469,1885.0,Sinclair Lewis,Q6736091,Q123469,Sinclair Lewis,empty,100
842,PG54435,,Aurora Leigh,"Browning, Elizabeth Barrett",1806.0,1861.0,['en'],44,"{'English poetry -- 19th century', 'Novels in verse', 'Epic poetry, English'}",,Aurora Leigh,Browning,http://www.wikidata.org/entity/Q3629872,http://www.wikidata.org/entity/Q228494,1806.0,Elizabeth Barrett Browning,Q3629872,Q228494,Elizabeth Barrett Browning,empty,100
843,PG54450,,Tschandala,"Strindberg, August",1849.0,1912.0,['fi'],12,{'Swedish fiction -- Translations into Finnish'},,Tschandala,Strindberg,http://www.wikidata.org/entity/Q41047428,http://www.wikidata.org/entity/Q7724,1849.0,August Strindberg,Q41047428,Q7724,August Strindberg,empty,100
844,PG54488,,"The Secret Doctrine, Vol. 2 of 4: The Synthesis of Science, Religion, and Philosophy","Blavatsky, H. P. (Helena Petrovna)",1831.0,1891.0,['en'],275,{'Theosophy'},,The Secret Doctrine,Blavatsky,http://www.wikidata.org/entity/Q1047005,http://www.wikidata.org/entity/Q189454,1831.0,Helena Blavatsky,Q1047005,Q189454,H. P. Blavatsky,Helena Petrovna Blavatsky,78
846,PG54824,,"The Secret Doctrine, Vol. 1 of 4: The Synthesis of Science, Religion, and Philosophy","Blavatsky, H. P. (Helena Petrovna)",1831.0,1891.0,['en'],870,{'Theosophy'},,The Secret Doctrine,Blavatsky,http://www.wikidata.org/entity/Q1047005,http://www.wikidata.org/entity/Q189454,1831.0,Helena Blavatsky,Q1047005,Q189454,H. P. Blavatsky,Helena Petrovna Blavatsky,78
848,PG544,,Anne's House of Dreams,"Montgomery, L. M. (Lucy Maud)",1874.0,1942.0,['en'],1170,"{'Friendship -- Fiction', 'Country life -- Prince Edward Island -- Fiction', 'Canada -- History -- 1867-1914 -- Fiction', 'Young women -- Fiction', 'Prince Edward Island -- History -- 20th century -- Fiction', 'Marriage -- Fiction', 'Orphans -- Fiction', 'Shirley, Anne (Fictitious character) -- Fiction'}",,Anne's House of Dreams,Montgomery,http://www.wikidata.org/entity/Q2420701,http://www.wikidata.org/entity/Q273034,1874.0,Lucy Maud Montgomery,Q2420701,Q273034,L. M. Montgomery,Lucy Maud Montgomery,100
849,PG54511,,Regina von Emmeritz: Näytelmä viidessä näytöksessä,"Topelius, Zacharias",1818.0,1898.0,['fi'],8,{'Drama'},,Regina von Emmeritz,Topelius,http://www.wikidata.org/entity/Q63453721,http://www.wikidata.org/entity/Q139549,1818.0,Zachris Topelius,Q63453721,Q139549,Zacharias Topelius,empty,94
850,PG54528,,"La 628-E8: Comprenant en annexe le chapitre intégral ""Balzac""","Mirbeau, Octave",1848.0,1917.0,['fr'],140,"{'Automobile travel -- Europe', 'Balzac, Honoré de, 1799-1850', 'Europe -- Description and travel'}",,La 628-E8,Mirbeau,http://www.wikidata.org/entity/Q665830,http://www.wikidata.org/entity/Q23441,1848.0,Octave Mirbeau,Q665830,Q23441,Octave Mirbeau,empty,100
851,PG54529,,Phoebe Daring: A Story for Young Folk,"Baum, L. Frank (Lyman Frank)",1856.0,1919.0,['en'],44,"{'Mystery and detective stories', 'Orphans -- Juvenile fiction', 'Theft -- Juvenile fiction'}",,Phoebe Daring,Baum,http://www.wikidata.org/entity/Q7186661,http://www.wikidata.org/entity/Q207544,1856.0,L. Frank Baum,Q7186661,Q207544,L. Frank Baum,Lyman Frank Baum,100
852,PG54540,,Daughters of Destiny,"Baum, L. Frank (Lyman Frank)",1856.0,1919.0,['en'],37,"{'Adventure stories', 'Love stories', 'Baluchistan -- Fiction'}",,Daughters of Destiny,Baum,http://www.wikidata.org/entity/Q5227941,http://www.wikidata.org/entity/Q207544,1856.0,L. Frank Baum,Q5227941,Q207544,L. Frank Baum,Lyman Frank Baum,100
853,PG54580,,"The Forerunner, His Parables and Poems","Gibran, Kahlil",1883.0,1931.0,['en'],140,"{'Mysticism -- Poetry', 'Parables'}",,The Forerunner,Gibran,http://www.wikidata.org/entity/Q123452933,http://www.wikidata.org/entity/Q47737,1883.0,Khalil Gibran,Q123452933,Q47737,Kahlil Gibran,empty,92
854,PG545,,At the Earth's Core,"Burroughs, Edgar Rice",1875.0,1950.0,['en'],104,"{'Adventure stories', 'Earth (Planet) -- Core -- Fiction', 'Fantasy fiction', 'Science fiction'}",,At the Earth's Core,Burroughs,http://www.wikidata.org/entity/Q2870358,http://www.wikidata.org/entity/Q148234,1875.0,Edgar Rice Burroughs,Q2870358,Q148234,Edgar Rice Burroughs,empty,100
855,PG54604,,Being a Boy,"Warner, Charles Dudley",1829.0,1900.0,['en'],20,"{'Autobiographies', 'New England', 'Country life', 'Boys -- Biography'}",,Being a Boy,Warner,http://www.wikidata.org/entity/Q59874774,http://www.wikidata.org/entity/Q952614,1829.0,Charles Dudley Warner,Q59874774,Q952614,Charles Dudley Warner,empty,100
856,PG54615,,The Miracles of Antichrist: A Novel,"Lagerlöf, Selma",1858.0,1940.0,['en'],23,"{'Socialism -- Fiction', 'Sicily (Italy) -- Fiction'}",,The Miracles of Antichrist,Lagerlöf,http://www.wikidata.org/entity/Q138787,http://www.wikidata.org/entity/Q44519,1858.0,Selma Lagerlöf,Q138787,Q44519,Selma Lagerlöf,empty,100
857,PG54683,,The Wild Irish Girl: A National Tale,"Morgan, Lady (Sydney)",1783.0,1859.0,['en'],136,"{'Princesses -- Fiction', 'Love stories', 'Celts -- Fiction', 'British -- Ireland -- Fiction', 'Ireland -- Fiction'}",,The Wild Irish Girl,Morgan,http://www.wikidata.org/entity/Q7774872,http://www.wikidata.org/entity/Q459275,1783.0,"Sydney, Lady Morgan",Q7774872,Q459275,Lady Morgan,Sydney Morgan,81
858,PG54687,,The Ladies' Paradise: A Realistic Novel,"Zola, Émile",1840.0,1902.0,['en'],111,"{'Department stores -- Fiction', 'Seduction -- Fiction', 'Women sales personnel -- Fiction', 'Paris (France) -- Fiction'}",,The Ladies' Paradise,Zola,http://www.wikidata.org/entity/Q1170032,http://www.wikidata.org/entity/Q504,1840.0,Émile Zola,Q1170032,Q504,Émile Zola,empty,100
860,PG54726,,The Ladies' Paradise,"Zola, Émile",1840.0,1902.0,['en'],198,"{'Department stores -- Fiction', 'Seduction -- Fiction', 'Women sales personnel -- Fiction', 'Paris (France) -- Fiction'}",,The Ladies' Paradise,Zola,http://www.wikidata.org/entity/Q1170032,http://www.wikidata.org/entity/Q504,1840.0,Émile Zola,Q1170032,Q504,Émile Zola,empty,100
862,PG54700,,Oblomov,"Goncharov, Ivan Aleksandrovich",1812.0,1891.0,['en'],375,{'Russia -- Social life and customs -- 1533-1917 -- Fiction'},,Oblomov,Goncharov,http://www.wikidata.org/entity/Q842074,http://www.wikidata.org/entity/Q189665,1812.0,Ivan Goncharov,Q842074,Q189665,Ivan Aleksandrovich Goncharov,empty,65
863,PG54710,,The Shame of the Cities,"Steffens, Lincoln",1866.0,1936.0,['en'],293,"{'Political corruption -- United States', 'Municipal government -- United States'}",,The Shame of the Cities,Steffens,http://www.wikidata.org/entity/Q17165284,http://www.wikidata.org/entity/Q1825813,1866.0,Lincoln Steffens,Q17165284,Q1825813,Lincoln Steffens,empty,100
864,PG54771,,A Prince of Swindlers,"Boothby, Guy",1867.0,1905.0,['en'],51,"{'Swindlers and swindling -- Fiction', 'Detective and mystery stories', 'London (England) -- Fiction'}",,A Prince of Swindlers,Boothby,http://www.wikidata.org/entity/Q124081020,http://www.wikidata.org/entity/Q252307,1867.0,Guy Boothby,Q124081020,Q252307,Guy Boothby,empty,100
865,PG54779,,Cheap Jack Zita,"Baring-Gould, S. (Sabine)",1834.0,1924.0,['en'],33,"{'Riots -- England -- Fens, The -- Fiction', 'Peddlers -- Fiction', 'Great Britain -- History -- 19th century -- Fiction'}",,Cheap Jack Zita,Baring-Gould,http://www.wikidata.org/entity/Q124082149,http://www.wikidata.org/entity/Q1242472,1834.0,Sabine Baring-Gould,Q124082149,Q1242472,S. Baring-Gould,Sabine Baring-Gould,100
866,PG54802,,Cyrano de Bergerac: Viisinäytöksinen runomittainen sankarinäytelmä,"Rostand, Edmond",1868.0,1918.0,['fi'],27,"{'Cyrano de Bergerac, 1619-1655 -- Drama', 'Authors, French -- 17th century -- Drama', 'France -- History -- 17th century -- Drama'}",,Cyrano de Bergerac,Rostand,http://www.wikidata.org/entity/Q1048916,http://www.wikidata.org/entity/Q202749,1868.0,Edmond Rostand,Q1048916,Q202749,Edmond Rostand,empty,100
867,PG54812,,A Key to Uncle Tom's Cabin: Presenting the original facts and documents upon which the story is founded. Together with corroborative statements verifying the truth of the work.,"Stowe, Harriet Beecher",1811.0,1896.0,['en'],209,"{'Enslaved persons -- United States -- Social conditions', ""Stowe, Harriet Beecher, 1811-1896. Uncle Tom's cabin -- Sources"", 'Uncle Tom (Fictitious character)', 'Literature and society -- United States -- History -- 19th century', 'Political fiction -- Sources'}",,A Key to Uncle Tom's Cabin,Stowe,http://www.wikidata.org/entity/Q12857642,http://www.wikidata.org/entity/Q102513,1811.0,Harriet Beecher Stowe,Q12857642,Q102513,Harriet Beecher Stowe,empty,100
868,PG54816,,My .75: Reminiscences of a Gunner of a .75m/m Battery in 1914,"Lintier, Paul",1893.0,1916.0,['en'],23,"{'World War, 1914-1918 -- Personal narratives, French'}",,My .75,Lintier,http://www.wikidata.org/entity/Q106515773,http://www.wikidata.org/entity/Q3371696,1893.0,Paul Lintier,Q106515773,Q3371696,Paul Lintier,empty,100
869,PG54895,,Limbo,"Huxley, Aldous",1894.0,1963.0,['en'],106,"{'English fiction -- 20th century', 'English drama -- 20th century', 'Short stories, English'}",,Limbo,Huxley,http://www.wikidata.org/entity/Q6549026,http://www.wikidata.org/entity/Q81447,1894.0,Aldous Huxley,Q6549026,Q81447,Aldous Huxley,empty,100
870,PG54909,,Harry's Island,"Barbour, Ralph Henry",1870.0,1944.0,['en'],25,{'Boats and boating -- Juvenile fiction'},,Harry's Island,Barbour,http://www.wikidata.org/entity/Q56019016,http://www.wikidata.org/entity/Q7287626,1870.0,Ralph Henry Barbour,Q56019016,Q7287626,Ralph Henry Barbour,empty,100
871,PG54910,,The Rising Tide,"Deland, Margaret Wade Campbell",1857.0,1945.0,['en'],25,"{'Young women -- Fiction', 'Mate selection -- Fiction', 'Women -- Suffrage -- United States -- Fiction'}",,The Rising Tide,Deland,http://www.wikidata.org/entity/Q7760917,http://www.wikidata.org/entity/Q1894814,1857.0,Margaret Deland,Q7760917,Q1894814,Margaret Wade Campbell Deland,empty,68
872,PG54953,,The Minority of Henry the Third,"Norgate, Kate",1853.0,1935.0,['en'],31,"{'Great Britain -- History -- Henry III, 1216-1272', 'Henry III, King of England, 1207-1272'}",,The Minority of Henry the Third,Norgate,http://www.wikidata.org/entity/Q66372760,http://www.wikidata.org/entity/Q3193974,1853.0,Kate Norgate,Q66372760,Q3193974,Kate Norgate,empty,100
873,PG54987,,Seth's Brother's Wife: A Study of Life in the Greater New York,"Frederic, Harold",1856.0,1898.0,['en'],51,"{'New York (State) -- Fiction', 'Journalists -- Fiction', 'Farm life -- Fiction', 'Villages -- Fiction'}",,Seth's Brother's Wife,Frederic,http://www.wikidata.org/entity/Q124086440,http://www.wikidata.org/entity/Q1585832,1856.0,Harold Frederic,Q124086440,Q1585832,Harold Frederic,empty,100
874,PG549,,The Underdogs: A Novel of the Mexican Revolution,"Azuela, Mariano",1873.0,1952.0,['en'],446,"{'Mexico -- History -- Revolution, 1910-1920 -- Fiction'}",,The Underdogs,Azuela,http://www.wikidata.org/entity/Q3890709,http://www.wikidata.org/entity/Q355676,1873.0,Mariano Azuela,Q3890709,Q355676,Mariano Azuela,empty,100
875,PG54,,The Marvelous Land of Oz,"Baum, L. Frank (Lyman Frank)",1856.0,1919.0,['en'],1093,"{'Kings and rulers -- Juvenile fiction', 'Fantasy literature', 'Friendship -- Juvenile fiction', 'Women soldiers -- Juvenile fiction', 'Magic -- Juvenile fiction', 'Oz (Imaginary place) -- Juvenile fiction', 'Queens -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Practical jokes -- Juvenile fiction', 'Youth -- Conduct of life -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Witches -- Juvenile fiction'}",,The Marvelous Land of Oz,Baum,http://www.wikidata.org/entity/Q1659447,http://www.wikidata.org/entity/Q207544,1856.0,L. Frank Baum,Q1659447,Q207544,L. Frank Baum,Lyman Frank Baum,100
876,PG5500,,The Advancement of Learning,"Bacon, Francis",1561.0,1626.0,['en'],617,"{'Knowledge, Theory of -- Early works to 1800', 'Science -- Methodology -- Early works to 1800', 'Learning -- Philosophy -- Early works to 1800', 'Logic -- Early works to 1800'}",,The Advancement of Learning,Bacon,http://www.wikidata.org/entity/Q7712425,http://www.wikidata.org/entity/Q37388,1561.0,Francis Bacon,Q7712425,Q37388,Francis Bacon,empty,100
877,PG55020,,The Last Egyptian: A Romance of the Nile,"Baum, L. Frank (Lyman Frank)",1856.0,1919.0,['en'],52,{'Egypt -- Fiction'},,The Last Egyptian,Baum,http://www.wikidata.org/entity/Q7745733,http://www.wikidata.org/entity/Q207544,1856.0,L. Frank Baum,Q7745733,Q207544,L. Frank Baum,Lyman Frank Baum,100
878,PG55024,,"The Queen of Spades, and other stories","Pushkin, Aleksandr Sergeevich",1799.0,1837.0,['en'],769,"{'Short stories, Russian -- Translations into English', 'Russia -- Social life and customs -- Fiction', 'Russian fiction -- Translations into English', 'Pushkin, Aleksandr Sergeevich, 1799-1837 -- Translations into English'}",,The Queen of Spades,Pushkin,http://www.wikidata.org/entity/Q4551661,http://www.wikidata.org/entity/Q7200,1799.0,Alexander Pushkin,Q4551661,Q7200,Aleksandr Sergeevich Pushkin,empty,71
879,PG55078,,The Birthplace,"James, Henry",1843.0,1916.0,['en'],39,"{'Shakespeare, William, 1564-1616 -- Homes and haunts -- England -- Stratford-upon-Avon -- Fiction'}",,The Birthplace,James,http://www.wikidata.org/entity/Q7718152,http://www.wikidata.org/entity/Q170509,1843.0,Henry James,Q7718152,Q170509,Henry James,empty,100
881,PG550,,Silas Marner,"Eliot, George",1819.0,1880.0,['en'],1598,"{'Foundlings -- Fiction', 'Fathers and daughters -- Fiction', 'Domestic fiction', 'England -- Fiction', 'Weavers -- Fiction', 'Adopted children -- Fiction'}",,Silas Marner,Eliot,http://www.wikidata.org/entity/Q638327,http://www.wikidata.org/entity/Q131333,1819.0,George Eliot,Q638327,Q131333,George Eliot,empty,100
882,PG551,,The Land That Time Forgot,"Burroughs, Edgar Rice",1875.0,1950.0,['en'],287,"{'Dinosaurs -- Fiction', 'Prehistoric peoples -- Fiction', 'Lost continents -- Fiction', 'Science fiction'}",,The Land That Time Forgot,Burroughs,http://www.wikidata.org/entity/Q15470641,http://www.wikidata.org/entity/Q148234,1875.0,Edgar Rice Burroughs,Q15470641,Q148234,Edgar Rice Burroughs,empty,100
883,PG55203,,813: Arsène Lupinin merkilliset seikkailut,"Leblanc, Maurice",1864.0,1941.0,['fi'],45,"{'Burglars -- Fiction', 'Lupin, Arsène (Fictitious character) -- Fiction'}",,813,Leblanc,http://www.wikidata.org/entity/Q2818471,http://www.wikidata.org/entity/Q314993,1864.0,Maurice Leblanc,Q2818471,Q314993,Maurice Leblanc,empty,100
