,word,count_f,corpos_F
14736,lustre,54,7681596
14737,buy,324,7681596
14738,oiled,35,7681596
14739,cigar,48,7681596
14740,legends,81,7681596
14741,cabs,16,7681596
14742,rice,94,7681596
14743,bleaks,4,7681596
14744,ulk,2,7681596
14745,younger,238,7681596
14746,elders,100,7681596
14747,rites,75,7681596
14748,irked,20,7681596
14749,contemptuous,48,7681596
14750,sighed,532,7681596
14751,doth,244,7681596
14752,littlest,13,7681596
14753,dearer,25,7681596
14754,wolds,6,7681596
14755,yon,45,7681596
14756,willie,7,7681596
14757,losh,2,7681596
14758,scabbard,88,7681596
14759,ainslie,3,7681596
14760,enquiries,54,7681596
14761,rue,86,7681596
14762,rivoli,5,7681596
14763,investment,10,7681596
14764,flashing,183,7681596
14765,li,76,7681596
14766,ting,107,7681596
14767,cows,120,7681596
14768,swifter,37,7681596
14769,whereat,66,7681596
14770,kyph,3,7681596
14771,pike,32,7681596
14772,chilling,22,7681596
14773,queen,2549,7681596
14774,blooms,50,7681596
14775,silks,61,7681596
14776,slime,29,7681596
14777,tassels,11,7681596
14778,toomarund,4,7681596
14779,piffeks,4,7681596
14780,exotic,21,7681596
14781,acroctian,5,7681596
14782,acrotian,2,7681596
14783,alien,162,7681596
14784,teller,11,7681596
14785,landward,22,7681596
14786,faëry,5,7681596
14787,politics,51,7681596
14788,slippers,45,7681596
14789,dingy,46,7681596
14790,topped,44,7681596
14791,dawns,12,7681596
14792,perfume,64,7681596
14793,shawl,24,7681596
14794,sale,68,7681596
14795,extolled,11,7681596
14796,silken,130,7681596
14797,wattled,7,7681596
14798,buns,29,7681596
14799,lowlands,15,7681596
14800,beetles,36,7681596
14801,mice,70,7681596
14802,oryx,1,7681596
14803,decisions,11,7681596
14804,overdue,5,7681596
14805,scores,78,7681596
14806,shops,88,7681596
14807,kiboko,1,7681596
14808,impressing,14,7681596
14809,cures,12,7681596
14810,nastier,3,7681596
14811,devils,342,7681596
14812,campini,1,7681596
14813,harassed,29,7681596
14814,owned,119,7681596
14815,raved,23,7681596
14816,champagne,23,7681596
14817,corroborate,2,7681596
14818,kikuyu,1,7681596
14819,thinks,227,7681596
14820,mournfullest,1,7681596
14821,hyæna,13,7681596
14822,lamenting,34,7681596
14823,motor,27,7681596
14824,busses,3,7681596
14825,climbs,11,7681596
14826,debased,17,7681596
14827,advertisements,13,7681596
14828,grandly,28,7681596
14829,squares,47,7681596
14830,jovial,50,7681596
14831,coster,1,7681596
14832,heartstrings,10,7681596
14833,spoiled,80,7681596
14834,metropolis,15,7681596
14835,rhinoceros,37,7681596
14836,snorted,60,7681596
14837,carlton,2,7681596
14838,otford,1,7681596
14839,unduly,12,7681596
14840,doer,6,7681596
14841,cadaverous,10,7681596
14842,bolder,28,7681596
14843,dally,10,7681596
14844,rung,38,7681596
14845,slyness,3,7681596
14846,marry,493,7681596
14847,milkmaid,5,7681596
14848,shoeless,2,7681596
14849,nooses,10,7681596
14850,folks,227,7681596
14851,lectured,8,7681596
14852,inquisitiveness,9,7681596
14853,quoted,43,7681596
14854,parson,16,7681596
14855,shortening,9,7681596
14856,pleasurably,5,7681596
14857,gratification,27,7681596
14858,gossips,12,7681596
14859,consolation,62,7681596
14860,topic,60,7681596
14861,plodded,14,7681596
14862,reverberate,2,7681596
14863,cheerily,29,7681596
14864,fold,71,7681596
14865,eavesdrop,2,7681596
14866,crouch,24,7681596
14867,shuddered,242,7681596
14868,hobbled,39,7681596
14869,squatted,110,7681596
14870,kid,53,7681596
14871,untanned,4,7681596
14872,intoning,2,7681596
14873,snuff,56,7681596
14874,spouse,18,7681596
14875,gauntly,1,7681596
14876,odin,21,7681596
14877,balder,3,7681596
14878,thor,19,7681596
14879,moonrise,15,7681596
14880,beached,16,7681596
14881,resignation,31,7681596
14882,presumptuousness,2,7681596
14883,righteous,25,7681596
14884,weekly,16,7681596
14885,novel,91,7681596
14886,creeper,17,7681596
14887,moses,32,7681596
14888,earldom,22,7681596
14889,jael,6,7681596
14890,purer,17,7681596
14891,forts,14,7681596
14892,crumble,16,7681596
14893,greenery,14,7681596
14894,baobab,2,7681596
14895,finds,157,7681596
14896,obeisances,4,7681596
14897,mistakes,23,7681596
14898,tracker,14,7681596
14899,surged,55,7681596
14900,cacti,7,7681596
14901,liners,2,7681596
14902,manchester,5,7681596
14903,kimonos,1,7681596
14904,midwinter,10,7681596
14905,sere,8,7681596
14906,presumably,21,7681596
14907,stoically,2,7681596
14908,daughters,114,7681596
14909,sire,53,7681596
14910,emperor,399,7681596
14911,poppy,22,7681596
14912,ceaseless,33,7681596
14913,bitterest,12,7681596
14914,wetter,2,7681596
14915,slush,7,7681596
14916,serener,1,7681596
14917,cabby,4,7681596
14918,unevenness,3,7681596
14919,flagdrop,1,7681596
14920,kagg,1,7681596
14921,honourable,159,7681596
14922,alfred,10,7681596
14923,hagar,1,7681596
14924,dermstein,1,7681596
14925,george,160,7681596
14926,perused,17,7681596
14927,indecorous,5,7681596
14928,calmness,35,7681596
14929,opium,63,7681596
14930,musings,14,7681596
14931,troubleth,7,7681596
14932,denieth,3,7681596
14933,sires,9,7681596
14934,dour,9,7681596
14935,prophesying,14,7681596
14936,mothers,121,7681596
14937,savouring,5,7681596
14938,squat,35,7681596
14939,bestiality,3,7681596
14940,mire,34,7681596
14941,discontented,28,7681596
14942,contempt,158,7681596
14943,bridled,18,7681596
14944,witches,187,7681596
14945,sharpening,10,7681596
14946,oolnar,1,7681596
14947,unshod,5,7681596
14948,contemptible,27,7681596
14949,godlike,24,7681596
14950,pursuits,23,7681596
14951,fighters,34,7681596
14952,esh,1,7681596
14953,conclave,7,7681596
14954,narn,1,7681596
14955,ktoon,1,7681596
14956,pti,1,7681596
14957,seer,11,7681596
14958,deeming,82,7681596
14959,parakeets,1,7681596
14960,innermost,29,7681596
14961,wrongs,52,7681596
14962,rape,11,7681596
14963,wroth,87,7681596
14964,runes,43,7681596
14965,vagabond,19,7681596
14966,curds,13,7681596
14967,serene,76,7681596
14968,savoured,6,7681596
14969,warfields,1,7681596
14970,easeful,2,7681596
14971,blessedness,11,7681596
14972,sighing,81,7681596
14973,campfires,1,7681596
14974,lawns,62,7681596
14975,revoke,2,7681596
14976,anonymous,13,7681596
14977,hearkening,37,7681596
14978,impious,15,7681596
14979,debateable,16,7681596
14980,wiltshire,4,7681596
14981,owls,44,7681596
14982,inauspicious,10,7681596
14983,bloated,15,7681596
14984,cheerless,21,7681596
14985,jackers,1,7681596
14986,tighter,34,7681596
14987,mumbled,103,7681596
14988,zealously,5,7681596
14989,interfered,41,7681596
14990,resented,33,7681596
14991,reticence,12,7681596
14992,forbade,53,7681596
14993,behalf,90,7681596
14994,shrink,75,7681596
14995,selfish,90,7681596
14996,pitiable,25,7681596
14997,blanched,21,7681596
14998,monument,35,7681596
14999,crowding,76,7681596
15000,shabby,59,7681596
15001,barrie,2,7681596
15002,francs,63,7681596
15003,bidder,3,7681596
15004,reliable,27,7681596
15005,hotel,126,7681596
15006,seine,6,7681596
15007,overcoat,15,7681596
15008,waiter,33,7681596
15009,welling,12,7681596
15010,apology,58,7681596
15011,extenuation,5,7681596
15012,lamely,6,7681596
15013,outbid,1,7681596
15014,apologizing,10,7681596
15015,unwittingly,20,7681596
15016,parisian,22,7681596
15017,promoter,2,7681596
15018,fingered,22,7681596
15019,investor,2,7681596
15020,investments,3,7681596
15021,astuteness,3,7681596
15022,resell,2,7681596
15023,testing,25,7681596
15024,haggling,4,7681596
15025,afternoons,16,7681596
15026,strenuous,22,7681596
15027,stumping,7,7681596
15028,bather,2,7681596
15029,misses,11,7681596
15030,buoyancy,12,7681596
15031,buttoning,1,7681596
15032,unbuttoning,2,7681596
15033,louvre,8,7681596
15034,blowed,14,7681596
15035,tlang,1,7681596
15036,cycle,15,7681596
15037,glitters,5,7681596
15038,hares,49,7681596
15039,roses,213,7681596
15040,fairer,112,7681596
15041,turquoises,7,7681596
15042,saith,145,7681596
15043,symmetrical,37,7681596
15044,dullness,7,7681596
15045,woolworth,2,7681596
15046,velvet,151,7681596
15047,romances,30,7681596
15048,twinkle,247,7681596
15049,beacons,5,7681596
15050,idleing,1,7681596
15051,voyaged,3,7681596
15052,publishers,22,7681596
15053,reprint,11,7681596
15054,sate,19,7681596
15055,snowfields,6,7681596
15056,golthoth,2,7681596
15057,sentinelled,2,7681596
15058,pungar,2,7681596
15059,vees,2,7681596
15060,trades,17,7681596
15061,thul,2,7681596
15062,complimented,13,7681596
15063,bargained,17,7681596
15064,faiths,4,7681596
15065,bended,28,7681596
15066,invoked,19,7681596
15067,sheol,5,7681596
15068,nugganoth,2,7681596
15069,unworshipped,2,7681596
15070,elated,23,7681596
15071,poltiades,2,7681596
15072,marn,3,7681596
15073,migris,2,7681596
15074,pir,2,7681596
15075,goolunza,2,7681596
15076,midstream,4,7681596
15077,loosed,160,7681596
15078,fruits,175,7681596
15079,spectacles,111,7681596
15080,deathly,23,7681596
15081,untrodden,17,7681596
15082,doorsteps,5,7681596
15083,incense,64,7681596
15084,poppies,45,7681596
15085,gauze,19,7681596
15086,balcony,132,7681596
15087,jubilant,29,7681596
15088,ceremonial,28,7681596
15089,wavering,55,7681596
15090,intricate,55,7681596
15091,onrush,14,7681596
15092,orchid,54,7681596
15093,era,22,7681596
15094,lifetime,100,7681596
15095,exile,39,7681596
15096,sung,130,7681596
15097,inimical,5,7681596
15098,clambers,3,7681596
15099,blossoms,148,7681596
15100,caravans,24,7681596
15101,nurl,2,7681596
15102,thace,2,7681596
15103,crafty,50,7681596
15104,mountaineers,12,7681596
15105,noor,2,7681596
15106,dormant,17,7681596
15107,awning,7,7681596
15108,appertaining,6,7681596
15109,recrossed,9,7681596
15110,monarch,97,7681596
15111,flags,39,7681596
15112,melodiously,17,7681596
15113,cooler,22,7681596
15114,buckling,8,7681596
15115,solemnity,73,7681596
15116,unrepaired,2,7681596
15117,griffin,5,7681596
15118,hippogriffin,2,7681596
15119,processions,22,7681596
15120,ceremonies,75,7681596
15121,fettered,20,7681596
15122,manacled,5,7681596
15123,behaving,36,7681596
15124,fishes,221,7681596
15125,wallowing,21,7681596
15126,glistening,87,7681596
15127,breasts,116,7681596
15128,pinions,15,7681596
15129,companies,99,7681596
15130,manifold,29,7681596
15131,lispasian,2,7681596
15132,mluna,8,7681596
15133,eagles,68,7681596
15134,moths,42,7681596
15135,notable,67,7681596
15136,marketplace,5,7681596
15137,curses,86,7681596
15138,fatness,11,7681596
15139,remuneration,9,7681596
15140,carpets,19,7681596
15141,piffek,2,7681596
15142,toomarunds,2,7681596
15143,sweeten,8,7681596
15144,clinking,9,7681596
15145,bargains,13,7681596
15146,privately,81,7681596
15147,broached,18,7681596
15148,spoor,126,7681596
15149,sipped,26,7681596
15150,dominate,15,7681596
15151,plaques,3,7681596
15152,plaque,2,7681596
15153,thunderstorm,20,7681596
15154,hilltops,6,7681596
15155,fanning,29,7681596
15156,pinnacle,40,7681596
15157,rhythm,50,7681596
15158,perils,78,7681596
15159,shepherds,143,7681596
15160,stalking,41,7681596
15161,turbulent,24,7681596
15162,choicest,27,7681596
15163,steamy,4,7681596
15164,breaths,43,7681596
15165,gnarled,34,7681596
15166,moons,162,7681596
15167,pondoovery,2,7681596
15168,irusian,2,7681596
15169,blut,2,7681596
15170,mlo,2,7681596
15171,propitiate,16,7681596
15172,maize,24,7681596
15173,tlun,3,7681596
15174,cappadarnia,2,7681596
15175,pathnites,2,7681596
15176,imaut,2,7681596
15177,golzunda,2,7681596
15178,forseen,2,7681596
15179,probabilities,4,7681596
15180,grudging,17,7681596
15181,meetings,27,7681596
15182,lithely,7,7681596
15183,góndara,2,7681596
15184,narl,41,7681596
15185,hoz,1,7681596
15186,golnuz,2,7681596
15187,tips,63,7681596
15188,unreasoned,2,7681596
15189,distrusted,11,7681596
15190,whites,78,7681596
15191,hawk,52,7681596
15192,greetings,65,7681596
15193,lethal,12,7681596
15194,lythra,2,7681596
15195,sonorously,4,7681596
15196,westerning,1,7681596
15197,fairest,102,7681596
15198,dwindling,20,7681596
15199,tremulous,63,7681596
15200,fantasy,29,7681596
15201,pertain,6,7681596
15202,weakening,21,7681596
15203,uncouthly,3,7681596
15204,plies,7,7681596
15205,erstwhile,9,7681596
15206,cobwebs,22,7681596
15207,comatose,2,7681596
15208,lids,47,7681596
15209,abama,1,7681596
15210,pharpah,1,7681596
15211,laboriously,30,7681596
15212,labelled,12,7681596
15213,nilos,1,7681596
15214,ægyptos,1,7681596
15215,ganges,4,7681596
15216,phlegethon,1,7681596
15217,jordan,2,7681596
15218,cærulean,1,7681596
15219,wakeful,17,7681596
15220,teach,286,7681596
15221,crow,100,7681596
15222,slumber,137,7681596
15223,bedside,56,7681596
15224,reel,22,7681596
15225,wheezed,74,7681596
15226,characters,170,7681596
15227,earrings,8,7681596
15228,untrampled,1,7681596
15229,rockets,6,7681596
15230,tiptoe,29,7681596
15231,afterglow,6,7681596
15232,avalanches,8,7681596
15233,goldsmiths,14,7681596
15234,sirdoo,1,7681596
15235,ritual,21,7681596
15236,incantations,29,7681596
15237,conjurer,5,7681596
15238,amargrarn,1,7681596
15239,rolls,47,7681596
15240,bethmoora,23,7681596
15241,utnar,5,7681596
15242,véhi,5,7681596
15243,coeval,2,7681596
15244,mouthed,6,7681596
15245,recreation,16,7681596
15246,hanwell,2,7681596
15247,unvisited,5,7681596
15248,mightily,69,7681596
15249,amethysts,10,7681596
15250,roars,61,7681596
15251,ravenous,20,7681596
15252,westminster,11,7681596
15253,slaying,142,7681596
15254,enquired,116,7681596
15255,novelties,11,7681596
15256,mascots,1,7681596
15257,selecting,36,7681596
15258,limply,22,7681596
15259,illusions,35,7681596
15260,spadeful,3,7681596
15261,diggers,6,7681596
15262,whimsically,5,7681596
15263,faun,96,7681596
15264,hooves,25,7681596
15265,enamelled,22,7681596
15266,tinkled,20,7681596
15267,waged,26,7681596
15268,vases,23,7681596
15269,cowslip,5,7681596
15270,apologize,25,7681596
15271,uncurtained,2,7681596
15272,bassoon,2,7681596
15273,sonourous,1,7681596
15274,contest,44,7681596
15275,elephantine,4,7681596
15276,carvers,5,7681596
15277,sentry,87,7681596
15278,servitors,16,7681596
15279,nowise,113,7681596
15280,commiserated,1,7681596
15281,abused,31,7681596
15282,mung,3,7681596
15283,sish,1,7681596
15284,kib,1,7681596
15285,unsuitable,12,7681596
15286,unsuitably,2,7681596
15287,seamy,1,7681596
15288,hasps,1,7681596
15289,munificence,7,7681596
15290,attired,41,7681596
15291,scintillant,10,7681596
15292,dancers,62,7681596
15293,courtesy,124,7681596
15294,magnificence,81,7681596
15295,deformed,32,7681596
15296,sympathetically,23,7681596
15297,deforming,1,7681596
15298,infancy,45,7681596
15299,convention,15,7681596
15300,lithesome,1,7681596
15301,leopards,11,7681596
15302,prisons,17,7681596
15303,incendiaries,2,7681596
15304,dangerously,23,7681596
15305,ruffling,16,7681596
15306,unguessed,11,7681596
15307,tradition,58,7681596
15308,thumping,49,7681596
15309,balustrade,21,7681596
15310,chords,30,7681596
15311,ruled,188,7681596
15312,extravagance,27,7681596
15313,wasteful,10,7681596
15314,tossing,108,7681596
15315,tusks,44,7681596
15316,raiment,320,7681596
15317,trespass,12,7681596
15318,preening,10,7681596
15319,byres,8,7681596
15320,barns,23,7681596
15321,curves,39,7681596
15322,permanently,31,7681596
15323,gizeh,2,7681596
15324,trafalgar,2,7681596
15325,amethystine,7,7681596
15326,salisbury,9,7681596
15327,crooks,5,7681596
15328,everkike,1,7681596
15329,av,3,7681596
15330,er,43,7681596
15331,kike,1,7681596
15332,disliked,38,7681596
15333,dialect,42,7681596
15334,arrogance,15,7681596
15335,hears,77,7681596
15336,elizabeth,153,7681596
15337,backdoor,1,7681596
15338,headache,35,7681596
15339,listlessly,29,7681596
15340,taximeter,1,7681596
15341,penny,99,7681596
15342,illnesses,8,7681596
15343,ith,32,7681596
15344,carcassonne,27,7681596
15345,ged,28,7681596
15346,lod,22,7681596
15347,arleon,20,7681596
15348,poltarnees,19,7681596
15349,camorak,19,7681596
15350,andelsprutz,18,7681596
15351,athelvok,17,7681596
15352,loz,15,7681596
15353,thuba,14,7681596
15354,mleen,14,7681596
15355,arn,13,7681596
15356,arizim,12,7681596
15357,hilnaric,12,7681596
15358,hashish,11,7681596
15359,oojni,9,7681596
15360,zaccarath,7,7681596
15361,toldees,7,7681596
15362,angel,831,7681596
15363,voter,7,7681596
15364,mondath,6,7681596
15365,daughter,1328,7681596
15366,gariachs,6,7681596
15367,ird,6,7681596
15368,weald,11,7681596
15369,rumours,45,7681596
15370,akla,6,7681596
15371,huhenwāzi,5,7681596
15372,jakes,7,7681596
15373,dick,45,7681596
15374,gallop,67,7681596
15375,blagdaross,4,7681596
15376,poll,17,7681596
15377,woodlands,16,7681596
15378,oriathon,4,7681596
15379,blasphemy,15,7681596
15380,gariach,4,7681596
15381,surges,18,7681596
15382,rite,25,7681596
15383,hates,70,7681596
15384,reproaching,10,7681596
15385,slew,299,7681596
15386,vintage,33,7681596
15387,vineyards,33,7681596
15388,mules,71,7681596
15389,begat,74,7681596
15390,toll,39,7681596
15391,flavro,4,7681596
15392,nitcrāna,4,7681596
15393,diviner,7,7681596
15394,beholder,14,7681596
15395,prophecy,120,7681596
15396,twinkled,48,7681596
15397,tyrannous,10,7681596
15398,fibres,20,7681596
15399,knightly,27,7681596
15400,quests,13,7681596
15401,nursery,100,7681596
15402,forsook,39,7681596
15403,tambang,3,7681596
15404,zootibar,3,7681596
15405,mirth,134,7681596
15406,thold,3,7681596
15407,foes,223,7681596
15408,nombros,3,7681596
15409,wanderer,128,7681596
15410,rum,31,7681596
15411,tittered,21,7681596
15412,torturers,4,7681596
15413,haunt,83,7681596
15414,san,70,7681596
15415,huëlgédos,3,7681596
15416,rural,22,7681596
15417,heralds,33,7681596
15418,oziers,3,7681596
15419,dreamers,32,7681596
15420,proudly,172,7681596
15421,evermore,20,7681596
15422,fowlers,3,7681596
15423,asagéhon,2,7681596
15424,unseemly,39,7681596
15425,watcher,105,7681596
15426,sniffed,161,7681596
15427,unimagined,7,7681596
15428,andalusian,5,7681596
15429,provence,33,7681596
15430,provençal,7,7681596
15431,skies,82,7681596
15432,warehouses,7,7681596
15433,noose,51,7681596
15434,relentless,22,7681596
15435,broom,60,7681596
15436,belfries,6,7681596
15437,conquerors,17,7681596
15438,cathedrals,8,7681596
15439,ilion,5,7681596
15440,stiffening,12,7681596
15441,decent,95,7681596
15442,barges,16,7681596
15443,twittering,14,7681596
15444,shiny,59,7681596
15445,kalipac,2,7681596
15446,syrabub,2,7681596
15447,tittibuk,2,7681596
15448,gnousar,2,7681596
15449,elate,3,7681596
15450,iz,2,7681596
15451,returneth,8,7681596
15452,forefathers,61,7681596
15453,rome,217,7681596
15454,yannish,2,7681596
15455,nasty,86,7681596
15456,spoonsful,2,7681596
15457,maroon,4,7681596
15458,park,139,7681596
15459,gutter,23,7681596
15460,chanting,39,7681596
15461,knights,123,7681596
15462,foretell,22,7681596
15463,sheepfold,3,7681596
15464,gadriol,2,7681596
15465,leal,9,7681596
15466,tumbles,13,7681596
15467,provender,11,7681596
15468,disconsolate,28,7681596
15469,pavilions,14,7681596
15470,springtide,9,7681596
